Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
7.7,5,83,15,40,32.2,100.96,Cloudy
7.5,5.2,86,15,23,32.2,101.03,NA
7.9,4.2,78,17,27,32.2,101.11,NA
7.2,4.2,82,16,28,32.2,101.17,Mostly Cloudy
7,3.9,81,16,19,32.2,101.27,NA
6.9,3.8,80,16,23,32.2,101.3,NA
7.4,3.9,78,17,19,32.2,101.35,Cloudy
6.8,4.8,87,15,21,32.2,101.39,NA
6.6,4.5,87,15,21,32.2,101.39,NA
5.9,3.8,87,18,28,24.1,101.43,Rain
5.2,4,92,12,9,32.2,101.44,NA
5.7,4.3,91,11,16,32.2,101.46,NA
6.1,4.3,88,14,19,32.2,101.45,Cloudy
6.6,4.8,88,13,20,40.2,101.43,Drizzle
7.2,4.9,85,13,31,32.2,101.41,Drizzle
7,4.5,84,15,24,24.1,101.42,Drizzle
6.7,5.1,89,14,26,24.1,101.41,Rain
7.3,5.2,86,14,36,32.2,101.31,NA
8,5.4,83,16,34,24.1,101.28,Drizzle
7.5,4.8,82,16,22,24.1,101.31,Rain
7.4,5,85,16,32,40.2,101.32,Rain
7,4.5,83,15,22,40.2,101.43,Mostly Cloudy
7.2,3.7,78,16,22,24.1,101.46,NA
6.5,3.4,80,16,15,24.1,101.49,Rain
6.5,3.8,83,14,14,32.2,101.52,Cloudy
7.2,3.5,77,18,23,32.2,101.56,NA
5.1,3.4,89,21,22,16.1,101.68,Moderate Rain
4.6,3.1,90,17,6,32.2,101.7,Mostly Cloudy
5.5,4.3,92,12,11,32.2,101.74,NA
5.5,4.5,93,6,7,16.1,101.79,Rain
5.2,4.3,94,7,8,24.1,101.8,Cloudy
5.9,4.7,92,8,10,24.1,101.82,NA
5.5,4.6,94,12,13,24.1,101.83,NA
6.1,4.8,91,8,13,24.1,101.82,Cloudy
6.4,5.3,93,10,18,22.5,101.82,Rain Showers
6.4,5.5,94,8,15,24.1,101.81,Rain Showers
6.2,5.2,93,8,15,24.1,101.78,Rain Showers
6.5,5,90,9,19,40.2,101.76,NA
7.3,4.4,82,9,23,40.2,101.7,NA
8.6,4,72,9,27,40.2,101.65,Mostly Cloudy
10,4.4,68,10,26,40.2,101.6,NA
10.2,3,61,8,30,40.2,101.47,NA
10.3,2.5,58,8,25,40.2,101.34,Cloudy
10.3,2,57,8,22,40.2,101.22,NA
9.7,3.3,64,8,22,40.2,101.11,NA
8.8,3.4,69,9,21,40.2,100.97,Cloudy
8.1,3,70,9,19,32.2,100.82,NA
7.2,3.3,76,10,18,32.2,100.69,NA
7.2,2.9,74,9,24,24.1,100.59,Mostly Cloudy
6.4,2.4,76,10,15,24.1,100.43,NA
6.5,2.1,74,9,18,24.1,100.24,NA
6.6,2,73,10,22,24.1,100.03,Cloudy
7.5,1.4,65,9,22,24.1,99.84,NA
7.8,1.2,63,8,26,24.1,99.64,NA
9.9,2.4,59,12,32,19.3,99.64,Rain
8,4.6,79,9,30,9.7,99.64,"Moderate Rain,Fog"
7.5,6,90,10,29,4,99.58,"Moderate Rain,Fog"
6.9,5.9,93,7,24,6.4,99.46,"Moderate Rain,Fog"
6.4,4.7,89,8,32,16.1,99.35,Rain
7.1,5.2,88,9,30,24.1,99.37,Rain
7,5.8,92,13,13,16.1,99.72,Rain
7.1,2.5,72,24,17,40.2,100.18,NA
8.6,2.9,67,20,26,40.2,100.45,NA
9.6,3,63,13,19,40.2,100.58,Mainly Clear
8.6,4.6,76,19,26,32.2,100.7,Rain
9,3.3,67,16,34,32.2,100.72,NA
7.9,5.2,83,15,25,16.1,100.73,Rain
7.3,4.1,80,17,44,24.1,100.91,NA
6.8,4.4,84,16,29,24.1,100.98,NA
7.8,5.3,84,18,26,16.1,101.02,Rain
7.6,5.6,87,15,23,24.1,101.19,NA
8,5.3,83,16,22,24.1,101.32,NA
8,5.9,86,17,17,24.1,101.44,Rain Showers
7.8,5.6,86,16,19,24.1,101.56,NA
8.1,6.1,87,18,15,24.1,101.69,NA
8.3,5.5,83,20,18,24.1,101.77,Mostly Cloudy
7.6,5,84,18,16,24.1,101.88,NA
7.4,3.7,77,19,19,24.1,101.96,NA
7.2,4,80,16,11,24.1,102.04,Mostly Cloudy
6.8,4,82,6,9,24.1,102.11,NA
6.6,4.9,89,24,3,24.1,102.17,NA
6.7,4.7,87,14,12,24.1,102.24,Mostly Cloudy
6.5,4.9,89,9,14,24.1,102.31,NA
5,4.3,95,14,8,24.1,102.36,NA
5.9,4.7,92,19,5,32.2,102.41,Mainly Clear
5.2,4.5,95,10,7,32.2,102.49,NA
7.4,6,91,7,13,24.1,102.56,NA
8.2,6.5,89,10,10,32.2,102.58,Mostly Cloudy
7.9,6.2,89,8,14,32.2,102.6,NA
7.9,6.2,89,7,13,24.1,102.63,Rain Showers
8.2,5.5,84,7,21,48.3,102.59,Rain Showers
8.1,6.4,89,6,8,32.2,102.6,Rain Showers
8.8,6.2,84,7,14,48.3,102.53,NA
7.8,5.2,84,10,16,48.3,102.5,Mostly Cloudy
7.5,5,85,7,9,32.2,102.41,NA
7.4,4.5,82,7,13,24.1,102.38,NA
7.3,4.5,82,7,14,24.1,102.32,Cloudy
7.1,4.4,83,7,13,24.1,102.23,NA
7.2,4.2,81,8,15,24.1,102.12,NA
6.5,4.7,88,10,16,19.3,102.09,Cloudy
6.8,4.4,85,8,13,19.3,102.04,Rain
6.5,4.8,89,11,14,19.3,102.03,Rain
6.8,4.9,87,4,13,19.3,102.04,Rain
7.1,4.4,83,7,11,24.1,102.07,NA
6.8,4.8,87,8,9,24.1,102.07,NA
6.4,5.2,92,11,8,24.1,102.06,Cloudy
6.6,4.8,89,11,10,24.1,102.11,NA
6.6,4.6,87,10,10,24.1,102.13,NA
6.9,4.7,86,10,9,32.2,102.14,Cloudy
7,4.7,85,10,13,32.2,102.16,NA
7.5,4.7,82,7,14,32.2,102.16,NA
8.1,5.7,85,8,8,48.3,102.15,Cloudy
8.5,6.2,85,10,8,48.3,102.08,NA
8.7,6.4,85,12,9,48.3,102.01,NA
9,6.3,83,10,12,48.3,101.9,Rain
8.5,6.8,89,9,21,17.7,101.85,Rain
8.2,7.5,96,9,20,6.4,101.75,"Rain,Drizzle,Fog"
8,7.7,98,9,18,4.8,101.69,"Moderate Rain,Fog"
8.3,8,98,9,22,20.9,101.54,Rain
8.5,8.2,98,8,20,20.9,101.49,Rain
8.8,8.4,98,9,21,9.7,101.52,"Rain,Fog"
8.9,8.7,99,8,16,11.3,101.49,Rain
9.4,9.2,99,7,21,19.3,101.43,Rain
9.6,9.3,98,9,21,12.9,101.41,Rain
10.6,10.4,99,11,24,12.9,101.43,NA
11.6,11.4,99,12,15,11.3,101.4,Rain
12.3,12.1,99,11,13,24.1,101.35,Cloudy
12.1,11.8,98,10,18,19.3,101.36,NA
12.5,12.1,98,14,19,19.3,101.46,NA
12.6,11.9,96,17,22,19.3,101.49,Cloudy
12.2,11.7,96,9,7,19.3,101.54,NA
12.4,10.9,91,7,10,19.3,101.59,NA
11.8,9.8,87,14,3,32.2,101.65,Cloudy
11.4,9.9,91,9,10,48.3,101.7,NA
11.8,9.5,86,12,8,48.3,101.78,NA
11.8,9,83,7,9,32.2,101.82,Cloudy
11.8,10.3,91,5,11,32.2,101.87,NA
11.8,10.1,89,7,9,32.2,101.86,Rain
12.2,10.2,88,10,14,24.1,101.88,Rain
12.4,10,85,13,8,48.3,101.91,NA
12.1,9.4,83,13,4,48.3,101.93,NA
11.5,9,84,17,7,48.3,101.97,Mostly Cloudy
10.3,8.7,90,13,9,32.2,102.04,NA
8.5,6.9,89,24,5,24.1,102.08,NA
9.7,6.9,83,3,5,24.1,102.15,Clear
9.2,6,81,23,17,24.1,102.23,NA
9.6,4.8,72,24,8,24.1,102.31,NA
7.7,4.1,78,12,9,24.1,102.4,Mainly Clear
7.2,5.6,89,7,8,24.1,102.49,NA
5.5,4.7,95,10,9,24.1,102.59,NA
4.5,3.8,95,2,7,24.1,102.61,Mainly Clear
5.1,4.6,96,8,8,24.1,102.6,NA
6.2,5.8,97,7,14,24.1,102.65,NA
4.2,3.8,98,9,10,24.1,102.66,Mostly Cloudy
4.8,4.6,98,7,7,24.1,102.67,NA
6.7,5.8,94,4,10,24.1,102.67,NA
5.8,5.3,96,10,9,32.2,102.71,Cloudy
7,6.2,95,8,12,32.2,102.7,NA
7.6,6.6,94,9,16,32.2,102.73,NA
8.2,7.3,94,9,15,32.2,102.67,Cloudy
8.8,7.8,93,9,14,24.1,102.66,NA
8.9,7.8,93,10,17,24.1,102.58,NA
8.8,7.9,94,10,14,12.9,102.45,Rain
8.5,8,97,13,13,9.7,102.33,"Moderate Rain,Fog"
7.3,6.3,93,9,19,9.7,102.16,"Rain,Fog"
6.9,6.2,95,9,20,6.4,102.09,"Moderate Rain,Fog"
6.9,6.3,97,7,23,8.1,101.85,"Moderate Rain,Fog"
6.6,5.2,91,7,28,9.7,101.75,"Moderate Rain,Fog"
5.7,4.1,90,6,32,19.3,101.49,Rain
5.7,4.5,92,5,19,24.1,101.41,Rain
5.8,4.8,94,7,15,24.1,101.28,Rain
5.6,5,96,6,19,24.1,101.19,Rain
5.7,5.4,98,8,19,12.9,101.15,Moderate Rain
6.5,6.2,98,6,16,19.3,101.07,Rain
6.8,6.4,97,6,21,16.1,101.02,Rain
7.4,7,97,7,19,24.1,100.99,NA
7.8,7.5,98,9,27,19.3,100.91,NA
8.5,8.3,99,7,17,9.7,100.86,"Drizzle,Fog"
10.9,10.8,99,7,16,19.3,100.78,NA
12.2,11.8,97,15,22,19.3,100.78,Rain
11.9,11.5,98,3,8,20.9,100.84,Rain
10.7,10.5,99,9,8,17.7,100.85,Rain
10.2,10.1,99,27,4,12.9,100.96,Rain
9.9,9.8,99,31,14,3.6,101,"Rain,Fog"
10,9.8,99,32,11,4.8,100.99,"Moderate Rain,Fog"
9.1,9,99,30,17,8.1,101.04,"Moderate Rain,Fog"
9.2,9,99,30,8,4.8,101.01,"Moderate Rain,Fog"
8.4,8.3,99,30,16,4,101.02,"Moderate Rain,Fog"
8.6,8.5,99,29,8,4.8,101,"Rain,Fog"
8.4,8.2,99,30,4,9.7,100.99,"Moderate Rain,Fog"
8.2,8.1,99,27,4,9.7,101.01,"Rain,Fog"
8.1,8,99,28,5,11.3,100.98,Moderate Rain
8,7.9,99,31,4,12.9,100.93,Moderate Rain
8,7.9,99,29,4,12.9,100.93,Moderate Rain
8,7.9,99,34,4,9.7,100.92,"Moderate Rain,Fog"
8.1,8,99,29,6,9.7,100.91,"Moderate Rain,Fog"
8.5,8.4,99,30,3,6.4,100.79,"Moderate Rain,Fog"
8.9,8.8,99,12,4,12.9,100.7,Rain
9,8.9,99,9,14,12.9,100.53,Rain
9.2,9.1,99,9,15,12.9,100.44,Rain
9.9,9.8,99,9,18,12.9,100.36,Moderate Rain
11.5,11.4,99,11,20,12.9,100.22,Moderate Rain
12,11.9,99,13,21,16.1,100.08,Rain
12.1,11.8,99,12,20,16.1,99.92,Moderate Rain
12.4,12,97,14,28,16.1,99.76,Moderate Rain
12.3,11.8,97,15,37,16.1,99.65,Moderate Rain
12.2,11.7,97,15,41,16.1,99.53,Moderate Rain
12.1,11.6,97,16,36,16.1,99.42,Rain
8,7.7,98,28,39,3.2,99.46,"Heavy Rain,Fog"
7.5,6.9,96,28,46,8.1,99.49,"Rain,Fog"
8,4.6,79,28,65,24.1,99.61,Cloudy
8,4.1,76,28,58,32.2,99.82,NA
7.9,1.6,65,29,60,40.2,100.09,NA
5.8,2.4,78,26,35,24.1,100.44,Rain
6.7,1.8,70,26,45,24.1,100.65,Rain
6.9,0.7,64,28,46,24.1,100.82,NA
6.5,0,63,28,53,32.2,101,Mainly Clear
6.1,0.2,66,29,43,32.2,101.24,NA
6.1,-0.2,64,28,44,32.2,101.42,NA
5.5,0.9,72,29,28,32.2,101.61,Mainly Clear
5.4,0.5,71,27,25,32.2,101.76,NA
5.2,0.4,71,27,19,32.2,101.89,NA
4.9,2.9,86,20,9,32.2,101.98,Mainly Clear
3,1.8,91,14,10,32.2,102.06,NA
3.7,1.8,87,15,8,32.2,102.1,NA
1.8,0.7,92,9,7,32.2,102.15,Mainly Clear
2.6,1.1,90,8,8,32.2,102.21,NA
2.7,1,88,6,7,32.2,102.28,NA
2.6,1.3,91,5,5,32.2,102.37,Mainly Clear
4.1,2.1,86,12,8,48.3,102.47,NA
6.3,4.4,87,26,22,48.3,102.57,NA
7.3,3.4,76,28,28,48.3,102.64,Clear
7.4,2.8,72,27,31,48.3,102.7,NA
7.8,3.3,73,28,30,48.3,102.71,NA
7.8,3,72,27,33,48.3,102.74,Clear
7.5,3.1,73,28,32,48.3,102.8,NA
7.1,3.2,76,28,27,48.3,102.83,NA
6.5,3.5,81,29,24,48.3,102.89,Clear
6.1,1.7,73,30,21,48.3,102.9,NA
4.2,2.3,87,33,10,24.1,102.97,NA
3.5,1.1,84,5,10,32.2,103.05,Clear
3.8,1.9,87,7,12,32.2,103.13,NA
3.7,1.7,87,5,13,32.2,103.16,NA
3.6,1.5,86,6,12,32.2,103.21,Clear
1.7,0.8,94,8,7,32.2,103.25,NA
0.8,-0.2,93,3,7,32.2,103.29,NA
1.9,0.3,89,4,7,32.2,103.26,Mainly Clear
1.1,-0.2,92,8,10,32.2,103.25,NA
-0.2,-1,94,10,7,32.2,103.25,NA
-0.3,-1,95,2,4,32.2,103.22,Mainly Clear
-0.1,-1.5,91,6,5,32.2,103.17,NA
0.1,-0.8,94,9,5,32.2,103.14,NA
-1.4,-2,95,36,1,48.3,103.07,Mostly Cloudy
1.2,-0.1,91,36,1,48.3,103.03,NA
2.4,0.2,85,16,4,48.3,103.02,NA
4.4,1.2,80,13,8,48.3,102.95,Mostly Cloudy
5,1.2,76,21,3,48.3,102.89,NA
5.7,1.5,74,18,7,48.3,102.75,NA
5.5,2.1,78,25,10,48.3,102.62,Mostly Cloudy
5.5,0.4,70,28,9,48.3,102.48,NA
4.8,1,76,30,9,48.3,102.35,NA
4.3,1,79,30,11,48.3,102.23,Cloudy
3,-0.4,78,30,10,32.2,102.13,NA
2.8,-0.3,80,33,8,24.1,102.06,NA
3.8,-1.1,70,1,3,24.1,102,Cloudy
4.4,-1.3,66,15,3,24.1,101.96,NA
4,-0.2,74,11,4,24.1,101.9,NA
3.7,0.9,82,9,8,24.1,101.86,Mostly Cloudy
2,-0.1,86,9,4,24.1,101.86,NA
2.8,1.4,91,5,5,24.1,101.75,NA
3.4,0.5,82,36,3,24.1,101.69,Cloudy
2.9,1.5,90,13,5,24.1,101.64,NA
3,1.4,89,36,1,24.1,101.61,NA
4.5,1.8,83,28,12,24.1,101.56,Cloudy
4.1,1.1,81,34,10,24.1,101.54,NA
4.6,0.4,74,2,12,24.1,101.53,NA
4,2,87,12,7,24.1,101.58,Rain
3.8,2.8,93,7,10,11.3,101.54,Rain
3.9,1.9,87,2,28,12.9,101.46,Rain
4.6,2.7,87,15,4,32.2,101.48,Rain
5,3.3,89,18,9,32.2,101.52,Rain
4.7,3.2,90,36,1,19.3,101.48,Rain
4.8,4.1,95,11,6,20.9,101.43,Rain
4.9,4.1,94,9,4,24.1,101.4,Rain
4.9,4.5,97,32,8,22.5,101.36,Rain
4.9,4.5,98,34,11,24.1,101.33,Rain
4.5,3.9,96,33,14,24.1,101.33,NA
4.7,4,95,31,17,24.1,101.33,Rain
4.5,3.7,94,32,20,24.1,101.33,Cloudy
4.6,3.4,92,31,22,24.1,101.3,NA
4.8,3.2,89,30,27,24.1,101.3,NA
4.9,3.6,92,30,25,24.1,101.3,Mostly Cloudy
4.9,3.6,91,30,31,24.1,101.32,Rain
4.7,3.9,94,30,27,24.1,101.36,Rain
4.3,3.4,94,30,23,24.1,101.38,Mainly Clear
4.1,3,93,30,32,24.1,101.41,NA
3.9,2.7,92,30,33,24.1,101.47,NA
4,2.8,92,30,28,24.1,101.51,Mainly Clear
4,2.8,92,30,31,24.1,101.59,NA
3.9,2.5,91,31,25,24.1,101.68,NA
3.7,2.1,89,31,27,32.2,101.78,Clear
3.5,2.1,90,31,18,48.3,101.89,NA
4.8,2.4,84,32,12,48.3,101.99,NA
5.7,2.3,79,36,8,48.3,102.11,Mostly Cloudy
7.2,3.8,79,33,5,48.3,102.21,NA
6.8,3.7,81,3,8,48.3,102.27,NA
6.8,4,83,31,6,48.3,102.33,Mostly Cloudy
6.6,2.8,76,24,7,48.3,102.37,NA
6.8,1.5,69,26,7,48.3,102.42,NA
5.8,1.8,75,25,9,48.3,102.52,Mainly Clear
3.5,1.4,86,32,5,32.2,102.59,NA
3.6,1.7,87,16,6,24.1,102.67,NA
3.4,1.4,86,11,6,24.1,102.73,Mainly Clear
4.5,2.7,88,9,8,24.1,102.78,NA
5.1,2.5,83,6,10,24.1,102.83,NA
5.7,2.7,81,6,11,24.1,102.84,Mostly Cloudy
5.7,3.4,85,7,10,24.1,102.85,NA
5.6,3.9,89,3,12,24.1,102.91,Rain
5,3.7,91,5,11,19.3,102.93,Rain
4.5,3.5,93,8,13,24.1,102.96,NA
4,3.5,96,8,6,24.1,103,NA
3.5,2.8,95,5,9,24.1,103.02,Mainly Clear
5,3.8,92,6,11,19.3,103.05,NA
4.5,3.2,91,5,8,24.1,103.12,NA
4.3,3.5,94,6,10,24.1,103.14,Mostly Cloudy
4.2,3.7,97,8,10,40.2,103.18,NA
5.4,4.4,93,8,13,40.2,103.23,NA
6.3,4.9,91,7,14,40.2,103.25,Mostly Cloudy
6.9,5.2,89,9,12,40.2,103.3,NA
6.9,4.8,87,7,9,40.2,103.33,NA
7.2,4.7,84,10,10,40.2,103.33,Cloudy
7,4.5,84,11,14,40.2,103.34,NA
7.1,4.6,84,9,12,40.2,103.33,NA
7,4.5,84,9,10,40.2,103.33,Mostly Cloudy
6.6,4.6,87,9,14,24.1,103.33,NA
6.4,4.4,87,7,10,24.1,103.32,NA
6.5,4.4,87,8,12,32.2,103.29,Cloudy
6.6,4.5,86,5,11,32.2,103.39,NA
6.4,4.6,88,6,11,32.2,103.4,NA
6.3,4.3,87,7,12,32.2,103.39,Cloudy
6.2,4.4,88,7,17,32.2,103.33,NA
6.2,4.4,89,7,12,32.2,103.34,NA
5.9,4.6,91,7,10,32.2,103.29,Cloudy
5.4,4.4,93,9,7,32.2,103.21,NA
6.3,4.4,88,6,9,32.2,103.23,NA
6,4.1,88,7,8,32.2,103.17,Cloudy
5.2,3.8,91,9,7,32.2,103.13,NA
3.4,2.9,96,9,8,32.2,103.09,NA
4.7,4.3,97,18,5,24.1,103.08,Mostly Cloudy
4.5,4.1,97,11,4,40.2,103.03,NA
5.4,4.5,94,11,9,40.2,103,NA
7,5.1,87,11,12,40.2,102.95,Mostly Cloudy
7.7,4.6,80,12,7,40.2,102.9,NA
8.7,4.4,74,10,11,40.2,102.81,NA
9.1,4.3,72,13,7,40.2,102.78,Mainly Clear
7.8,5.6,86,23,12,40.2,102.7,NA
6.8,5.3,90,21,5,40.2,102.63,NA
6,5.1,93,28,4,40.2,102.6,Mostly Cloudy
5.2,4.8,97,36,2,32.2,102.52,NA
5.1,5,99,36,3,24.1,102.45,NA
3.6,3.5,99,0,1,32.2,102.38,Mostly Cloudy
4.4,4.2,99,36,1,32.2,102.32,NA
3.8,2.9,94,8,6,32.2,102.24,NA
4,3,93,5,4,32.2,102.22,Mostly Cloudy
3.2,1.6,89,11,9,32.2,102.12,NA
2.7,1,89,9,10,32.2,101.97,NA
3.4,1.5,88,9,7,32.2,101.88,Mostly Cloudy
2.8,1.5,91,11,5,32.2,101.9,NA
0.8,-0.1,94,9,5,32.2,101.89,NA
1.7,0.6,92,9,16,32.2,101.79,Mostly Cloudy
2.8,1.1,89,10,18,32.2,101.74,NA
3.2,1.3,87,11,14,32.2,101.73,NA
4,1.6,84,8,12,32.2,101.74,Cloudy
4.2,2.2,87,10,14,24.1,101.77,Rain Showers
5.8,3.4,84,9,25,32.2,101.69,NA
6.4,3.6,82,8,19,32.2,101.68,Cloudy
7,3.5,78,8,28,40.2,101.68,NA
7.2,3.8,79,9,25,32.2,101.61,NA
7.3,4,80,8,23,40.2,101.51,Cloudy
7.2,5.1,86,9,19,24.1,101.47,Rain Showers
7.5,5.4,86,8,19,24.1,101.43,NA
7.7,5.5,86,11,29,32.2,101.35,Cloudy
7.4,5.7,89,10,25,24.1,101.29,NA
7.7,6,89,10,26,32.2,101.24,NA
8,6.5,90,13,23,32.2,101.17,Cloudy
8.1,6.7,91,14,23,32.2,101.1,NA
7.8,6.9,94,13,17,32.2,101.09,NA
7.7,6.8,94,13,15,32.2,101.02,Cloudy
7.6,6.7,94,10,12,32.2,100.99,NA
8,6.5,90,14,13,32.2,100.96,NA
8,6.9,93,16,10,32.2,100.92,Cloudy
8.1,7,93,17,13,32.2,100.88,NA
7.3,6.8,97,25,18,32.2,100.9,NA
7.5,7,97,28,23,32.2,100.92,Cloudy
7,6.4,96,28,27,32.2,100.9,NA
6.6,4.9,89,28,33,32.2,100.95,NA
6.5,4.7,88,28,41,32.2,101.02,Mostly Cloudy
6.5,4.8,89,29,39,48.3,101.12,NA
7.4,4.4,81,28,37,48.3,101.22,NA
6.8,4.3,84,28,42,48.3,101.34,Mainly Clear
7.9,4.9,81,28,37,48.3,101.44,NA
8.2,4.7,78,28,40,48.3,101.49,NA
8.4,4.3,76,28,37,48.3,101.57,Clear
8.4,4.1,74,28,33,48.3,101.68,NA
7.9,4.8,81,27,37,48.3,101.76,NA
7.6,4,78,27,34,48.3,101.89,Clear
7,4.1,81,27,26,24.1,101.99,NA
6.9,4,81,28,24,24.1,102.06,NA
6.8,4.4,85,29,23,32.2,102.12,Mainly Clear
6.3,4.5,88,29,18,32.2,102.24,NA
5,3.3,89,29,13,32.2,102.31,NA
5.1,4,93,28,10,32.2,102.44,Mostly Cloudy
4.7,3.5,92,15,5,32.2,102.5,NA
4.6,3.6,93,10,7,32.2,102.56,NA
4.4,3.3,92,7,12,32.2,102.63,Mostly Cloudy
3.9,3.1,95,7,9,32.2,102.7,NA
4,2.9,92,6,10,32.2,102.76,NA
3,2.2,94,6,10,32.2,102.77,Mostly Cloudy
3.9,2.8,92,6,12,32.2,102.8,NA
3,2.4,96,8,10,32.2,102.81,NA
4.2,3.2,93,8,8,24.1,102.87,Mostly Cloudy
4.9,4,94,8,14,32.2,102.9,NA
6,4.8,92,9,15,24.1,102.96,NA
6.7,5.4,91,9,13,32.2,102.99,Cloudy
7.4,5.2,86,12,19,24.1,102.89,NA
7.5,4.8,83,11,19,24.1,102.84,NA
7.2,5.1,87,13,17,24.1,102.83,Rain Showers
7.5,5.1,85,13,8,24.1,102.79,Rain
7.3,4.7,84,12,12,24.1,102.76,NA
6.8,4.8,87,8,10,24.1,102.73,Cloudy
6.9,4.8,86,6,14,24.1,102.71,NA
6.8,4.8,87,6,14,24.1,102.7,NA
6.7,4.7,87,7,16,19.3,102.72,Rain
6.2,4.7,90,9,19,24.1,102.74,NA
6.4,4.3,87,8,17,24.1,102.68,NA
6.6,3.8,82,7,20,24.1,102.66,Cloudy
6.6,3.7,82,6,16,24.1,102.61,NA
6.3,3.7,83,8,14,24.1,102.57,NA
6.6,3.1,79,5,18,24.1,102.47,Cloudy
5.9,3.8,87,6,21,22.5,102.4,NA
5.7,3.8,88,7,24,19.3,102.35,Rain
5.1,4,93,7,26,16.1,102.28,Rain
5.3,4.2,92,7,21,9.7,102.26,"Rain,Fog"
5.3,4.6,95,6,23,16.1,102.16,Rain
5.6,4.6,93,7,26,9.7,102.12,"Rain,Fog"
5.8,5.2,96,8,26,4.8,102.04,"Rain,Fog"
6,5.5,96,8,24,4.8,102.02,"Moderate Rain,Fog"
6.6,5.8,94,10,22,6.4,102.05,"Moderate Rain,Fog"
6.8,6.1,95,7,31,4,101.94,"Rain,Fog"
7,6.3,95,7,25,11.3,101.93,Moderate Rain
7.2,6.2,93,6,26,11.3,101.86,Moderate Rain
7.1,6.4,95,8,29,12.9,101.78,Rain
6.9,6.4,97,8,32,3.6,101.79,"Rain,Drizzle,Fog"
6.8,6.4,97,7,23,3.6,101.78,"Rain,Fog"
6.7,6.3,97,8,25,4.8,101.83,"Rain,Fog"
6.7,6.4,98,7,21,6.4,101.82,"Rain,Fog"
6.8,6.4,97,7,21,4.8,101.83,"Moderate Rain,Fog"
7,6.5,97,7,23,4,101.79,"Rain,Fog"
6.9,6.6,98,8,17,3.6,101.84,"Rain,Fog"
6.9,6.6,98,10,22,6.4,101.85,"Rain,Fog"
6.6,6.3,98,9,21,12.9,101.78,NA
6.7,6.3,97,9,19,16.1,101.72,NA
7.3,6.8,97,8,12,16.1,101.71,Cloudy
7.5,7.1,98,6,14,12.9,101.75,Rain
7.5,7.2,97,7,12,16.1,101.75,Rain
7.5,7.2,98,4,7,12.9,101.78,Rain
7.9,7.5,98,7,8,12.9,101.8,NA
8,7.7,98,7,8,12.9,101.84,NA
8.2,7.8,97,7,9,17.7,101.88,Cloudy
8.2,7.9,98,9,12,32.2,101.95,NA
8.4,8,97,9,10,24.1,102.04,NA
9.1,8.4,95,12,9,32.2,102.1,Mostly Cloudy
10.7,9.1,90,5,4,32.2,102.16,NA
9.6,8.4,92,23,10,48.3,102.19,NA
9.8,9,95,27,4,48.3,102.2,Mostly Cloudy
8.5,8,96,21,10,48.3,102.21,NA
8,7.7,98,28,9,24.1,102.24,NA
7.1,6.9,99,30,12,32.2,102.3,Cloudy
7.1,6.9,99,30,6,32.2,102.28,NA
6.9,6.7,98,2,5,24.1,102.25,NA
7.1,6.4,96,36,2,24.1,102.22,Mostly Cloudy
6.1,5.8,98,35,6,24.1,102.21,NA
6.5,5.5,93,10,6,24.1,102.21,NA
6.8,6.6,99,22,5,24.1,102.26,Cloudy
7,6.8,98,3,7,24.1,102.29,NA
7,5.1,88,6,14,24.1,102.26,NA
7.2,5.7,90,7,12,24.1,102.2,Cloudy
7.2,5.8,91,10,13,22.5,102.15,NA
7.4,5.5,88,7,14,22.5,102.12,NA
7.5,5.6,88,7,10,22.5,102.03,Cloudy
7,6,93,9,17,22.5,101.92,Rain
7.1,6.1,93,10,16,22.5,101.83,Rain
6.9,6.3,96,9,13,24.1,101.75,Rain
6.9,6.5,97,10,13,32.2,101.7,Rain
7.1,6.8,98,9,20,16.1,101.64,Rain
7.3,7,98,8,13,16.1,101.63,Rain
8.4,8.1,98,7,14,12.9,101.59,Rain
9.1,8.8,98,6,17,12.9,101.49,Moderate Rain
9.3,8.9,97,6,15,9.7,101.38,"Rain,Fog"
9.5,9.2,98,7,17,9.7,101.24,"Rain,Fog"
9.7,9.5,98,6,14,9.7,101.12,"Moderate Rain,Fog"
8.8,8.6,99,9,14,8.1,101.08,"Moderate Rain,Fog"
8.6,8.4,99,8,15,6.4,101.02,"Rain,Fog"
8.9,8.8,99,9,16,6.4,100.97,"Rain,Fog"
9.7,9.4,98,9,26,16.1,100.92,Rain Showers
9.8,9.6,98,9,22,24.1,100.95,Rain
10.8,10.6,99,10,17,24.1,100.98,Rain Showers
11.7,11.5,98,13,19,24.1,100.95,Rain
11.9,11.6,98,13,25,24.1,100.91,NA
12.1,11.7,98,14,26,9.7,100.99,"Rain,Fog"
12.2,11.9,98,15,23,16.1,101.09,Rain
10,9.8,98,22,13,12.9,101.15,Rain
9,8.8,99,21,5,4.8,101.22,"Moderate Rain,Fog"
9.7,9.6,99,7,3,6.4,101.28,"Moderate Rain,Fog"
10.7,10.6,99,13,23,12.9,101.23,Rain
11.1,11,99,11,8,12.9,101.29,Rain
11.8,11.7,99,15,20,16.1,101.28,Rain
11.8,11.7,99,16,20,16.1,101.33,Moderate Rain
11.6,11.4,99,14,16,16.1,101.37,Rain
