Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 16:00,2021,4,24,16:00,9.8,8.7,93,19,10,32.2,100.62,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 17:00,2021,4,24,17:00,9.7,7.8,88,16,9,32.2,100.6,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 18:00,2021,4,24,18:00,9.6,8.4,92,15,13,24.1,100.59,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 19:00,2021,4,24,19:00,9.1,8.2,94,15,10,19.3,100.57,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 20:00,2021,4,24,20:00,8.8,7.9,94,13,10,24.1,100.59,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 21:00,2021,4,24,21:00,8.7,7.7,94,14,11,24.1,100.61,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 22:00,2021,4,24,22:00,8.4,7.5,94,13,10,19.3,100.6,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 23:00,2021,4,24,23:00,8.2,7.4,95,12,7,24.1,100.59,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 0:00,2021,4,25,0:00,8.6,8,96,9,10,19.3,100.57,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 1:00,2021,4,25,1:00,8.5,7.9,96,9,9,16.1,100.57,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 2:00,2021,4,25,2:00,8.4,7.7,96,13,8,16.1,100.55,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 3:00,2021,4,25,3:00,8.2,7.7,97,10,13,12.9,100.55,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 4:00,2021,4,25,4:00,8.1,7.5,97,10,14,16.1,100.55,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 5:00,2021,4,25,5:00,7.9,7.3,96,10,13,12.9,100.56,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 6:00,2021,4,25,6:00,8.2,7.4,95,9,14,24.1,100.58,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 7:00,2021,4,25,7:00,8,7.5,96,8,17,16.1,100.62,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 8:00,2021,4,25,8:00,8.9,7.5,91,9,17,24.1,100.64,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 9:00,2021,4,25,9:00,9,7.8,92,8,17,24.1,100.66,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 10:00,2021,4,25,10:00,9.2,7.6,90,9,18,24.1,100.67,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 11:00,2021,4,25,11:00,9.3,7.7,90,10,14,24.1,100.68,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 12:00,2021,4,25,12:00,9.3,8,91,12,14,16.1,100.68,Moderate Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 13:00,2021,4,25,13:00,10.9,8,82,13,20,24.1,100.65,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 14:00,2021,4,25,14:00,11,7,77,12,17,32.2,100.65,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 15:00,2021,4,25,15:00,11.6,7,73,15,14,32.2,100.64,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 16:00,2021,4,25,16:00,11.8,7.2,73,12,8,32.2,100.63,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 17:00,2021,4,25,17:00,10.4,7.7,83,23,8,32.2,100.63,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 18:00,2021,4,25,18:00,10.2,8,86,27,6,32.2,100.63,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 19:00,2021,4,25,19:00,9.4,7.6,89,27,7,32.2,100.66,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 20:00,2021,4,25,20:00,8.6,7,90,36,1,32.2,100.71,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 21:00,2021,4,25,21:00,8.7,7.5,92,28,3,32.2,100.74,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 22:00,2021,4,25,22:00,8.7,8,95,36,1,32.2,100.76,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-25 23:00,2021,4,25,23:00,8.6,7.8,94,0,1,32.2,100.77,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 0:00,2021,4,26,0:00,7.8,7.3,97,4,4,32.2,100.8,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 1:00,2021,4,26,1:00,8.2,7.5,95,36,3,32.2,100.83,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 2:00,2021,4,26,2:00,8.3,7.6,95,9,3,32.2,100.84,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 3:00,2021,4,26,3:00,7.9,7.3,96,36,2,32.2,100.89,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 4:00,2021,4,26,4:00,7.2,6.9,98,34,7,32.2,100.93,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 5:00,2021,4,26,5:00,7.9,7.6,98,0,1,32.2,100.97,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 6:00,2021,4,26,6:00,8.7,7.8,94,36,4,40.2,101.03,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 7:00,2021,4,26,7:00,9.7,8.3,91,9,10,40.2,101.08,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 8:00,2021,4,26,8:00,10.3,8.7,89,15,6,32.2,101.12,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 9:00,2021,4,26,9:00,10.7,9.1,90,22,11,32.2,101.17,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 10:00,2021,4,26,10:00,11.4,8.8,84,23,12,40.2,101.23,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 11:00,2021,4,26,11:00,11.7,7.9,78,24,12,40.2,101.26,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 12:00,2021,4,26,12:00,12.3,9.3,82,23,12,40.2,101.28,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 13:00,2021,4,26,13:00,12.6,8.1,74,24,16,40.2,101.28,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 14:00,2021,4,26,14:00,12.8,9.6,81,24,14,40.2,101.29,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 15:00,2021,4,26,15:00,13,9.1,77,23,12,40.2,101.31,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 16:00,2021,4,26,16:00,13.1,8.9,76,22,14,40.2,101.32,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 17:00,2021,4,26,17:00,13,9.1,77,22,12,40.2,101.37,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 18:00,2021,4,26,18:00,12.5,7.3,70,21,9,40.2,101.36,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 19:00,2021,4,26,19:00,11.7,6.4,70,19,9,40.2,101.39,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 20:00,2021,4,26,20:00,11.5,5.9,68,16,4,32.2,101.47,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 21:00,2021,4,26,21:00,11,5.3,68,36,2,32.2,101.52,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 22:00,2021,4,26,22:00,11,6.4,73,8,10,32.2,101.55,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-26 23:00,2021,4,26,23:00,10,6.7,80,10,13,32.2,101.55,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 0:00,2021,4,27,0:00,9.5,6.7,83,9,14,32.2,101.63,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 1:00,2021,4,27,1:00,9.2,6.1,80,9,10,32.2,101.65,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 2:00,2021,4,27,2:00,9.6,6,78,8,14,32.2,101.68,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 3:00,2021,4,27,3:00,9.1,6.3,83,10,16,32.2,101.72,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 4:00,2021,4,27,4:00,8.7,6,83,10,11,32.2,101.75,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 5:00,2021,4,27,5:00,8.1,5.9,86,10,15,32.2,101.79,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 6:00,2021,4,27,6:00,8.8,5.8,82,9,19,40.2,101.87,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 7:00,2021,4,27,7:00,9.3,6,80,9,18,40.2,101.91,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 8:00,2021,4,27,8:00,10.7,6.3,74,9,21,40.2,101.93,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 9:00,2021,4,27,9:00,11.8,6.4,69,11,18,40.2,101.95,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 10:00,2021,4,27,10:00,11.8,5.6,66,13,16,40.2,102,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 11:00,2021,4,27,11:00,12.9,6.5,65,13,14,40.2,102.03,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 12:00,2021,4,27,12:00,13.9,4.5,53,16,16,40.2,102.06,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 13:00,2021,4,27,13:00,14,6,58,15,13,40.2,102.12,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 14:00,2021,4,27,14:00,14.2,6.5,60,18,17,40.2,102.11,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 15:00,2021,4,27,15:00,13.6,5.5,58,17,18,40.2,102.13,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 16:00,2021,4,27,16:00,13.7,6.1,60,15,21,40.2,102.13,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 17:00,2021,4,27,17:00,13.7,5.8,59,14,17,40.2,102.13,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 18:00,2021,4,27,18:00,13.2,6.3,63,17,12,32.2,102.16,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 19:00,2021,4,27,19:00,12.1,6.6,69,18,11,32.2,102.19,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 20:00,2021,4,27,20:00,11.9,5.9,67,17,11,32.2,102.23,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 21:00,2021,4,27,21:00,11.6,5.8,67,19,13,32.2,102.28,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 22:00,2021,4,27,22:00,10.9,6.7,76,18,8,32.2,102.31,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-27 23:00,2021,4,27,23:00,11.2,6.3,72,13,5,32.2,102.32,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 0:00,2021,4,28,0:00,11.2,6.3,72,12,6,32.2,102.38,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 1:00,2021,4,28,1:00,10.7,6.5,75,15,4,32.2,102.4,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 2:00,2021,4,28,2:00,11,7.9,81,9,8,32.2,102.37,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 3:00,2021,4,28,3:00,10.8,7.2,79,9,8,32.2,102.42,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 4:00,2021,4,28,4:00,10.3,7.3,81,10,13,32.2,102.43,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 5:00,2021,4,28,5:00,10.3,7.4,82,10,12,32.2,102.46,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 6:00,2021,4,28,6:00,10.7,7.4,80,9,12,32.2,102.48,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 7:00,2021,4,28,7:00,10.9,7.2,78,10,16,32.2,102.53,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 8:00,2021,4,28,8:00,11.1,7.9,81,10,16,32.2,102.55,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 9:00,2021,4,28,9:00,11.6,8.2,79,10,15,32.2,102.57,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 10:00,2021,4,28,10:00,12.3,7.7,73,13,13,32.2,102.62,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 11:00,2021,4,28,11:00,12.9,7.3,68,11,9,32.2,102.62,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 12:00,2021,4,28,12:00,13.3,8.1,71,10,12,32.2,102.62,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 13:00,2021,4,28,13:00,13.9,7.5,65,6,11,32.2,102.62,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 14:00,2021,4,28,14:00,13.9,7.9,67,10,4,32.2,102.66,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 15:00,2021,4,28,15:00,13.5,9.3,75,4,13,32.2,102.66,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 16:00,2021,4,28,16:00,13,8,71,5,14,32.2,102.63,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 17:00,2021,4,28,17:00,11.9,8.7,80,3,13,32.2,102.62,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 18:00,2021,4,28,18:00,11.4,8.2,80,3,16,24.1,102.58,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 19:00,2021,4,28,19:00,11.2,8.5,84,4,12,16.1,102.6,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 20:00,2021,4,28,20:00,10.9,8.8,87,4,13,24.1,102.59,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 21:00,2021,4,28,21:00,10.7,8.7,87,3,8,24.1,102.63,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 22:00,2021,4,28,22:00,10.3,8.9,91,33,6,24.1,102.62,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-28 23:00,2021,4,28,23:00,10.3,8,86,36,5,24.1,102.57,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 0:00,2021,4,29,0:00,10,8.6,91,36,2,24.1,102.58,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 1:00,2021,4,29,1:00,9.9,9.3,96,20,5,24.1,102.57,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 2:00,2021,4,29,2:00,10,9.2,95,36,2,24.1,102.53,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 3:00,2021,4,29,3:00,10.4,7.9,84,7,10,24.1,102.46,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 4:00,2021,4,29,4:00,9.8,8.6,92,2,3,24.1,102.44,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 5:00,2021,4,29,5:00,9.8,8.9,95,34,4,24.1,102.45,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 6:00,2021,4,29,6:00,10.6,8.2,85,2,4,32.2,102.42,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 7:00,2021,4,29,7:00,11.3,8.3,82,3,8,32.2,102.42,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 8:00,2021,4,29,8:00,12.5,9.4,81,36,2,32.2,102.42,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 9:00,2021,4,29,9:00,13.4,9.5,77,32,8,32.2,102.4,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 10:00,2021,4,29,10:00,15.1,10.4,74,31,9,32.2,102.38,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 11:00,2021,4,29,11:00,15.2,9.6,69,26,13,32.2,102.33,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 12:00,2021,4,29,12:00,15.7,9.7,67,27,11,32.2,102.27,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 13:00,2021,4,29,13:00,15.3,9.2,67,25,12,32.2,102.21,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 14:00,2021,4,29,14:00,15.5,9.2,66,25,11,32.2,102.21,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 15:00,2021,4,29,15:00,17.1,9.9,62,36,2,32.2,102.12,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 16:00,2021,4,29,16:00,17.8,12.8,72,23,9,32.2,102.07,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 17:00,2021,4,29,17:00,16.3,10.5,68,26,8,32.2,102.04,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 18:00,2021,4,29,18:00,15.6,10.3,70,21,7,32.2,102.01,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 19:00,2021,4,29,19:00,15.4,9,66,17,8,24.1,101.99,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 20:00,2021,4,29,20:00,14.6,9.3,70,16,9,24.1,102,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 21:00,2021,4,29,21:00,15.6,8.4,62,10,4,24.1,102.1,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 22:00,2021,4,29,22:00,12.6,9.6,82,29,12,24.1,102.18,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-29 23:00,2021,4,29,23:00,10.9,8.7,86,27,9,19.3,102.16,Moderate Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 0:00,2021,4,30,0:00,10.8,9.2,90,16,5,12.9,102.17,Moderate Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 1:00,2021,4,30,1:00,10.4,9.5,94,8,7,9.7,102.17,"Moderate Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 2:00,2021,4,30,2:00,10.9,10.4,97,4,8,12.9,102.13,Moderate Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 3:00,2021,4,30,3:00,11.2,10.8,97,8,13,19.3,102.1,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 4:00,2021,4,30,4:00,11.3,10.6,95,5,13,24.1,102.04,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 5:00,2021,4,30,5:00,11.1,10.4,95,7,11,9.7,102.06,"Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 6:00,2021,4,30,6:00,11,10.1,94,11,15,24.1,102.08,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 7:00,2021,4,30,7:00,10.8,9.8,94,9,13,24.1,102.08,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 8:00,2021,4,30,8:00,11.1,10,92,10,17,32.2,102.08,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 9:00,2021,4,30,9:00,12.1,10.4,89,12,12,32.2,102.07,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 10:00,2021,4,30,10:00,13.3,11.1,86,11,12,32.2,102.06,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 11:00,2021,4,30,11:00,13.9,11.2,84,12,16,32.2,102.06,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 12:00,2021,4,30,12:00,15.5,11.4,76,16,15,32.2,102.04,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 13:00,2021,4,30,13:00,16.5,11.2,71,17,16,32.2,102.02,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 14:00,2021,4,30,14:00,16.5,11.4,72,14,14,32.2,102.01,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 15:00,2021,4,30,15:00,17.4,10.6,64,15,19,32.2,101.96,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 16:00,2021,4,30,16:00,16.3,11.2,72,14,22,32.2,101.91,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 17:00,2021,4,30,17:00,15.9,10.2,69,15,19,32.2,101.85,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 18:00,2021,4,30,18:00,14.7,10.2,74,15,17,32.2,101.8,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 19:00,2021,4,30,19:00,13.7,8.6,71,17,10,32.2,101.77,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 20:00,2021,4,30,20:00,13.5,7.8,68,19,10,24.1,101.78,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 21:00,2021,4,30,21:00,12.3,9.2,81,25,9,24.1,101.81,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 22:00,2021,4,30,22:00,12.2,7.3,72,31,23,24.1,101.81,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-30 23:00,2021,4,30,23:00,11.5,7.5,76,30,18,24.1,101.84,NA
